,depth,id,remodel,unchanged,resorb,quad,bone_type,load,posi
254,25-30,AnteriorTrabecular_STD_45,48.65892475,50.3738,0.967275375,Anterior,Trabecular,45,STD
255,25-30,PosteriorTrabecular_STD_45,7.518651375,83.144591,9.336757625,Posterior,Trabecular,45,STD
256,25-30,MedialCortical_SUP_75,0.354578,99.596905375,0.048516625,Medial,Cortical,75,SUP
257,25-30,LateralCortical_SUP_75,1.181139625,91.40329750000001,7.415562875,Lateral,Cortical,75,SUP
258,25-30,AnteriorCortical_SUP_75,12.771707375,87.228292625,0.0,Anterior,Cortical,75,SUP
259,25-30,PosteriorCortical_SUP_75,0.337609375,99.662390625,0.0,Posterior,Cortical,75,SUP
260,25-30,MedialCortical_SUP_45,1.138536375,98.861463625,0.0,Medial,Cortical,45,SUP
261,25-30,LateralCortical_SUP_45,1.484778625,86.99612275,11.5190985,Lateral,Cortical,45,SUP
262,25-30,AnteriorCortical_SUP_45,13.066396875,86.933603125,0.0,Anterior,Cortical,45,SUP
263,25-30,PosteriorCortical_SUP_45,0.0,100.0,0.0,Posterior,Cortical,45,SUP
264,25-30,MedialTrabecular_SUP_75,34.69795025,53.384785875,11.91726375,Medial,Trabecular,75,SUP
265,25-30,LateralTrabecular_SUP_75,35.782295375,63.262389375,0.955315,Lateral,Trabecular,75,SUP
266,25-30,AnteriorTrabecular_SUP_75,55.007489125,41.358452375,3.634058625,Anterior,Trabecular,75,SUP
267,25-30,PosteriorTrabecular_SUP_75,23.13450025,72.39181775,4.473682,Posterior,Trabecular,75,SUP
268,25-30,MedialTrabecular_SUP_45,31.525864625,56.665203875,11.808931625,Medial,Trabecular,45,SUP
269,25-30,LateralTrabecular_SUP_45,38.908948875,59.85261625,1.2384347500000001,Lateral,Trabecular,45,SUP
270,25-30,AnteriorTrabecular_SUP_45,55.8345595,40.172367625,3.9930731249999996,Anterior,Trabecular,45,SUP
271,25-30,PosteriorTrabecular_SUP_45,25.053903625,71.573193625,3.3729028750000003,Posterior,Trabecular,45,SUP
272,25-30,MedialCortical_INF_75,2.756908875,96.962,0.281091125,Medial,Cortical,75,INF
273,25-30,LateralCortical_INF_75,0.5767599999999999,52.37268175,47.05055825,Lateral,Cortical,75,INF
274,25-30,AnteriorCortical_INF_75,6.660142125,93.049915125,0.289942625,Anterior,Cortical,75,INF
275,25-30,PosteriorCortical_INF_75,38.600228125,60.92198925,0.4777825,Posterior,Cortical,75,INF
276,25-30,MedialCortical_INF_45,4.39792875,95.503831125,0.098240125,Medial,Cortical,45,INF
277,25-30,LateralCortical_INF_45,0.2501775,55.63320975,44.11661275,Lateral,Cortical,45,INF
278,25-30,AnteriorCortical_INF_45,10.108478875,89.796162875,0.09535824999999999,Anterior,Cortical,45,INF
279,25-30,PosteriorCortical_INF_45,30.666389875,69.220881375,0.11272875,Posterior,Cortical,45,INF
280,25-30,MedialTrabecular_INF_75,78.042777375,20.479282875,1.47794,Medial,Trabecular,75,INF
281,25-30,LateralTrabecular_INF_75,50.055156625,42.064228375,7.880615124999999,Lateral,Trabecular,75,INF
282,25-30,AnteriorTrabecular_INF_75,68.89273425,30.5745155,0.5327500000000001,Anterior,Trabecular,75,INF
283,25-30,PosteriorTrabecular_INF_75,27.550428750000002,65.385874875,7.063696375,Posterior,Trabecular,75,INF
284,25-30,MedialTrabecular_INF_45,74.22789962499999,24.206268625,1.5658313750000001,Medial,Trabecular,45,INF
285,25-30,LateralTrabecular_INF_45,51.88639725,41.317542125,6.796060625,Lateral,Trabecular,45,INF
286,25-30,AnteriorTrabecular_INF_45,69.19363187500001,30.294698375,0.51166975,Anterior,Trabecular,45,INF
287,25-30,PosteriorTrabecular_INF_45,26.22115675,66.92183237500001,6.857010875,Posterior,Trabecular,45,INF
288,30-35,MedialCortical_STD_75,0.0,100.0,0.0,Medial,Cortical,75,STD
289,30-35,LateralCortical_STD_75,0.0,100.0,0.0,Lateral,Cortical,75,STD
290,30-35,AnteriorCortical_STD_75,0.064638,99.935362,0.0,Anterior,Cortical,75,STD
291,30-35,PosteriorCortical_STD_75,0.0,100.0,0.0,Posterior,Cortical,75,STD
292,30-35,MedialCortical_STD_45,0.0,100.0,0.0,Medial,Cortical,45,STD
293,30-35,LateralCortical_STD_45,0.0,100.0,0.0,Lateral,Cortical,45,STD
294,30-35,AnteriorCortical_STD_45,0.12264,99.87736,0.0,Anterior,Cortical,45,STD
295,30-35,PosteriorCortical_STD_45,0.0,100.0,0.0,Posterior,Cortical,45,STD
296,30-35,MedialTrabecular_STD_75,58.07445625,40.022440875,1.903103,Medial,Trabecular,75,STD
297,30-35,LateralTrabecular_STD_75,20.9296105,74.961832875,4.108556375,Lateral,Trabecular,75,STD
298,30-35,AnteriorTrabecular_STD_75,54.19888325,45.331018625,0.470098125,Anterior,Trabecular,75,STD
299,30-35,PosteriorTrabecular_STD_75,14.164001625,74.17661,11.659388125,Posterior,Trabecular,75,STD
300,30-35,MedialTrabecular_STD_45,54.588164625,43.021301875,2.39053375,Medial,Trabecular,45,STD
301,30-35,LateralTrabecular_STD_45,23.181359625,72.64974975,4.168890625,Lateral,Trabecular,45,STD
302,30-35,AnteriorTrabecular_STD_45,53.622882375,45.79820425,0.5789132499999999,Anterior,Trabecular,45,STD
303,30-35,PosteriorTrabecular_STD_45,14.3950085,74.389168125,11.215823499999999,Posterior,Trabecular,45,STD
304,30-35,MedialCortical_SUP_75,0.0,100.0,0.0,Medial,Cortical,75,SUP
305,30-35,LateralCortical_SUP_75,0.0,100.0,0.0,Lateral,Cortical,75,SUP
306,30-35,AnteriorCortical_SUP_75,1.2903645,98.7096355,0.0,Anterior,Cortical,75,SUP
307,30-35,PosteriorCortical_SUP_75,0.0,100.0,0.0,Posterior,Cortical,75,SUP
308,30-35,MedialCortical_SUP_45,0.0,100.0,0.0,Medial,Cortical,45,SUP
309,30-35,LateralCortical_SUP_45,0.0,99.815915375,0.184084625,Lateral,Cortical,45,SUP
310,30-35,AnteriorCortical_SUP_45,1.7239003750000002,98.276099625,0.0,Anterior,Cortical,45,SUP
311,30-35,PosteriorCortical_SUP_45,0.0,100.0,0.0,Posterior,Cortical,45,SUP
312,30-35,MedialTrabecular_SUP_75,29.115403125,57.60351025,13.281086625,Medial,Trabecular,75,SUP
313,30-35,LateralTrabecular_SUP_75,40.1725735,56.375128374999996,3.4522978749999997,Lateral,Trabecular,75,SUP
314,30-35,AnteriorTrabecular_SUP_75,52.83901,42.775569000000004,4.385420875,Anterior,Trabecular,75,SUP
315,30-35,PosteriorTrabecular_SUP_75,38.10860325,56.961402125,4.929994625,Posterior,Trabecular,75,SUP
316,30-35,MedialTrabecular_SUP_45,25.577543625,60.11637225,14.306083875,Medial,Trabecular,45,SUP
317,30-35,LateralTrabecular_SUP_45,42.54872225,54.4920535,2.9592245,Lateral,Trabecular,45,SUP
318,30-35,AnteriorTrabecular_SUP_45,52.590629625,43.006235875,4.4031343750000005,Anterior,Trabecular,45,SUP
319,30-35,PosteriorTrabecular_SUP_45,39.37272275,56.43602025,4.19125675,Posterior,Trabecular,45,SUP
320,30-35,MedialCortical_INF_75,0.0,100.0,0.0,Medial,Cortical,75,INF
321,30-35,LateralCortical_INF_75,0.0,86.858486625,13.141513375,Lateral,Cortical,75,INF
322,30-35,AnteriorCortical_INF_75,0.9231995,99.0768005,0.0,Anterior,Cortical,75,INF
323,30-35,PosteriorCortical_INF_75,13.346308375,86.653691625,0.0,Posterior,Cortical,75,INF
324,30-35,MedialCortical_INF_45,0.015546625,99.984453375,0.0,Medial,Cortical,45,INF
325,30-35,LateralCortical_INF_45,0.0,86.692806875,13.307193125,Lateral,Cortical,45,INF
326,30-35,AnteriorCortical_INF_45,1.366621125,98.633378875,0.0,Anterior,Cortical,45,INF
327,30-35,PosteriorCortical_INF_45,8.455493375,91.544506625,0.0,Posterior,Cortical,45,INF
328,30-35,MedialTrabecular_INF_75,72.77692575,26.2750635,0.94801075,Medial,Trabecular,75,INF
329,30-35,LateralTrabecular_INF_75,39.134990625,56.970793,3.8942165,Lateral,Trabecular,75,INF
330,30-35,AnteriorTrabecular_INF_75,65.199031,33.85833775,0.9426311249999999,Anterior,Trabecular,75,INF
331,30-35,PosteriorTrabecular_INF_75,32.487616375,56.5498325,10.96255125,Posterior,Trabecular,75,INF
332,30-35,MedialTrabecular_INF_45,70.56421925000001,28.510339625,0.925441125,Medial,Trabecular,45,INF
333,30-35,LateralTrabecular_INF_45,41.380784625,54.848091,3.771124125,Lateral,Trabecular,45,INF
334,30-35,AnteriorTrabecular_INF_45,64.655442875,34.30625475,1.0383025,Anterior,Trabecular,45,INF
335,30-35,PosteriorTrabecular_INF_45,30.878023,59.029186625,10.092790375,Posterior,Trabecular,45,INF
336,35-40,MedialCortical_STD_75,0.0,100.0,0.0,Medial,Cortical,75,STD
337,35-40,LateralCortical_STD_75,0.0,100.0,0.0,Lateral,Cortical,75,STD
338,35-40,AnteriorCortical_STD_75,0.037495875,99.962504125,0.0,Anterior,Cortical,75,STD
339,35-40,PosteriorCortical_STD_75,0.0,100.0,0.0,Posterior,Cortical,75,STD
340,35-40,MedialCortical_STD_45,0.0,100.0,0.0,Medial,Cortical,45,STD
341,35-40,LateralCortical_STD_45,0.0,100.0,0.0,Lateral,Cortical,45,STD
342,35-40,AnteriorCortical_STD_45,0.11246675,99.88753325,0.0,Anterior,Cortical,45,STD
343,35-40,PosteriorCortical_STD_45,0.0,100.0,0.0,Posterior,Cortical,45,STD
344,35-40,MedialTrabecular_STD_75,60.24580175,39.0625615,0.691636875,Medial,Trabecular,75,STD
345,35-40,LateralTrabecular_STD_75,29.766465875,58.056403375,12.177130625,Lateral,Trabecular,75,STD
346,35-40,AnteriorTrabecular_STD_75,48.4771695,46.898009,4.624821375,Anterior,Trabecular,75,STD
347,35-40,PosteriorTrabecular_STD_75,29.485075375,59.637184125,10.877740375,Posterior,Trabecular,75,STD
348,35-40,MedialTrabecular_STD_45,58.54130625,40.70804575,0.750648125,Medial,Trabecular,45,STD
349,35-40,LateralTrabecular_STD_45,32.078475874999995,55.701063375000004,12.220460625,Lateral,Trabecular,45,STD
350,35-40,AnteriorTrabecular_STD_45,47.320211,48.12492475,4.554864125,Anterior,Trabecular,45,STD
351,35-40,PosteriorTrabecular_STD_45,26.40223625,62.748679124999995,10.84908475,Posterior,Trabecular,45,STD
352,35-40,MedialCortical_SUP_75,0.0,100.0,0.0,Medial,Cortical,75,SUP
353,35-40,LateralCortical_SUP_75,0.0,100.0,0.0,Lateral,Cortical,75,SUP
354,35-40,AnteriorCortical_SUP_75,0.361702,99.638298,0.0,Anterior,Cortical,75,SUP
355,35-40,PosteriorCortical_SUP_75,0.0,100.0,0.0,Posterior,Cortical,75,SUP
356,35-40,MedialCortical_SUP_45,0.0,100.0,0.0,Medial,Cortical,45,SUP
357,35-40,LateralCortical_SUP_45,0.0,100.0,0.0,Lateral,Cortical,45,SUP
358,35-40,AnteriorCortical_SUP_45,0.48866462499999996,99.511335375,0.0,Anterior,Cortical,45,SUP
359,35-40,PosteriorCortical_SUP_45,0.0,100.0,0.0,Posterior,Cortical,45,SUP
360,35-40,MedialTrabecular_SUP_75,38.311604875,49.78425525,11.904139875000002,Medial,Trabecular,75,SUP
361,35-40,LateralTrabecular_SUP_75,52.740758625,39.089660625,8.16958075,Lateral,Trabecular,75,SUP
362,35-40,AnteriorTrabecular_SUP_75,45.942221875,47.49405725,6.56372075,Anterior,Trabecular,75,SUP
363,35-40,PosteriorTrabecular_SUP_75,38.91484475,52.5642935,8.52086175,Posterior,Trabecular,75,SUP
364,35-40,MedialTrabecular_SUP_45,35.140053375,52.382543749999996,12.47740325,Medial,Trabecular,45,SUP
365,35-40,LateralTrabecular_SUP_45,52.84830875,39.27601,7.8756812499999995,Lateral,Trabecular,45,SUP
366,35-40,AnteriorTrabecular_SUP_45,45.073679625,47.91435825,7.011962125,Anterior,Trabecular,45,SUP
367,35-40,PosteriorTrabecular_SUP_45,37.749212875,54.144562,8.10622525,Posterior,Trabecular,45,SUP
368,35-40,MedialCortical_INF_75,0.0,100.0,0.0,Medial,Cortical,75,INF
369,35-40,LateralCortical_INF_75,0.0,99.382976125,0.617023875,Lateral,Cortical,75,INF
370,35-40,AnteriorCortical_INF_75,0.0,100.0,0.0,Anterior,Cortical,75,INF
371,35-40,PosteriorCortical_INF_75,0.849995125,99.15000487500001,0.0,Posterior,Cortical,75,INF
372,35-40,MedialCortical_INF_45,0.0,100.0,0.0,Medial,Cortical,45,INF
373,35-40,LateralCortical_INF_45,0.0,99.553737375,0.446262625,Lateral,Cortical,45,INF
374,35-40,AnteriorCortical_INF_45,0.0,100.0,0.0,Anterior,Cortical,45,INF
375,35-40,PosteriorCortical_INF_45,0.153338375,99.846661625,0.0,Posterior,Cortical,45,INF
376,35-40,MedialTrabecular_INF_75,69.24540125,30.196128,0.5584705,Medial,Trabecular,75,INF
377,35-40,LateralTrabecular_INF_75,38.72588125,52.262534375,9.0115845,Lateral,Trabecular,75,INF
378,35-40,AnteriorTrabecular_INF_75,58.249283625000004,38.130248,3.620468125,Anterior,Trabecular,75,INF
379,35-40,PosteriorTrabecular_INF_75,46.981596625,43.05152975,9.966873875,Posterior,Trabecular,75,INF
380,35-40,MedialTrabecular_INF_45,68.18930525,31.21364625,0.5970485,Medial,Trabecular,45,INF
381,35-40,LateralTrabecular_INF_45,39.75098525,51.04915375,9.19986075,Lateral,Trabecular,45,INF
382,35-40,AnteriorTrabecular_INF_45,57.586856749999995,38.402103,4.01104025,Anterior,Trabecular,45,INF
383,35-40,PosteriorTrabecular_INF_45,45.263493125,45.121984875,9.614522,Posterior,Trabecular,45,INF
